,XGC
275,2.152217675469532
276,2.123881499472194
277,1.2464868694524314
278,1.4274340897346167
279,1.5430964367483477
280,2.953751385625117
281,2.6792626066810517
282,0.444668003268657
283,0.12236529687451504
284,0.9673283483932072
285,1.0069423695599051
286,1.1396412986479405
287,0.4700511552300217
288,0.5829968746459682
289,5.150645782386414
290,1.9342607200917394
291,1.2800656178310896
292,2.6589901120349406
293,2.1583345667324956
294,1.8678689146569936
295,0.7176384258701636
296,2.213924881710025
297,2.180244462934925
298,2.2954787730714985
299,1.630540398775124
300,2.2669410941843413
301,1.3803325257511228
302,2.2674477616109856
303,2.552044202579316
304,1.2759105908312636
305,1.127891100727172
306,1.2452951278077369
307,2.574503414813761
308,0.29424758125679945
309,2.1709694512536393
310,3.6702734901352647
311,0.0741738756197135
312,1.1899653352190573
313,2.5854854270903047
314,0.566953640649645
315,3.2515723506029075
316,1.086943666018308
317,2.292946191369503
318,2.0508568942512166
319,3.1732082715870744
320,2.1279630263111224
321,1.3430696839038236
322,1.3652979720298035
323,1.885098068147541
324,2.111042843389815
325,0.6416728570756296
326,0.7996356226483136
327,1.4942605232869832
328,0.6408769878132801
329,1.8728434593882475
330,4.873707622503492
331,3.0632615904371754
332,3.077838689358072
333,0.6860413701846595
334,0.5234633233438286
335,1.9192474636742933
336,0.8734615440868668
337,3.9357499980370836
338,3.2823115559680374
339,2.202889506600048
340,1.2987287669196064
341,2.1322059340047947
342,2.310911527300451
343,2.534421167547959
344,2.1377033045113665
345,2.1603018953766338
346,0.9287353030086074
347,4.277990582380738
348,1.3069472516731477
349,3.046158922479346
350,3.616119599475664
351,0.8057019606302338
352,1.8751848058265481
353,1.9719980797122043
354,1.6782842064865873
355,2.0569203230260786
356,1.6916255477705968
357,1.500364560123354
358,0.6946535417872998
359,3.5002370302104486
360,3.972445591654189
361,1.260169258369764
362,3.0290559565734023
363,0.42774721634875307
364,0.9439342210597184
365,4.021081756843058
366,1.7816723026808772
367,1.0288662656315628
368,1.5853331257887486
369,2.340792213230951
370,2.6916110961424344
371,1.8561659509643487
372,0.5599337580676151
373,3.237373940468539
374,0.7373842419318084
375,1.9197711801985369
376,3.31534892627587
377,1.9205592332381134
378,0.5640346813157721
379,1.8072866963194048
380,1.5364745520015537
381,1.689590982164347
382,1.5851508448315623
383,1.745614829261208
384,3.8960708308367558
385,1.5893350047669534
386,1.4671393594646014
387,2.551782658209875
388,1.4007977359064452
389,4.063456018154253
390,1.8715092156071882
391,0.665575836776735
392,1.260451957653269
393,2.638102701748359
394,2.859541903819372
395,1.5752144671665134
396,2.6152353736103806
397,2.3782199250327256
398,2.261783635913948
399,1.380900018448707
400,1.8358844493482782
401,2.492028967698978
402,3.655479284017127
403,2.0586458699352623
404,1.830531934923458
405,2.2287264005446
406,1.9137942117039817
407,4.363784974159606
408,0.919422321036542
409,3.383353839288156
410,3.538104708237134
411,1.0653049290315202
412,2.6194939483847213
413,1.5769988694505237
414,0.5480548663452085
415,3.776162128180927
416,2.7902484476022527
417,0.7369985650312857
418,2.176096197138776
419,2.584380800358792
420,2.1895620101575526
421,2.160411449499577
422,1.4213004554829964
423,1.9617246390662355
424,1.0900433511944552
425,1.5982176010983542
426,1.393424635335979
427,1.9489710369270408
428,1.9812334877035502
429,4.350866561699646
430,2.01388573810363
431,1.4299745615437418
432,3.2674705756609743
433,1.478813478455624
434,3.4380155816641507
435,1.0783219433475555
436,2.844550677771248
437,1.5925406590367985
438,2.901040744179859
439,2.0717150937173123
440,1.327831571816381
441,2.963402807948533
442,5.429638456301457
443,3.1943109053797794
444,0.5986017212641345
445,1.3343430304318749
446,1.3294422974792435
447,1.7395574735067996
448,1.5483008557755076
449,3.078493533965432
450,0.18967401545129076
451,3.199290828554754
452,3.3534586243566094
453,0.311118550872438
454,1.9244286525803975
455,2.9925546127090814
456,1.6516915627533104
457,0.8740029324192722
458,1.1204070067302412
459,1.4968067528513203
460,3.7271246633941724
461,1.9575891909823842
462,1.9922158870814402
463,3.5119305060353927
464,0.6699630562149911
465,2.3797421385118382
466,0.4780869643689714
467,3.5018062086554718
468,3.280875719838284
469,1.006863460846598
470,1.3405963230430635
471,3.851783660406241
472,0.6056969757554888
473,3.241186957574527
474,1.791872079389905
475,2.3203083598225698
476,0.7175035201371781
477,3.7691579605101766
478,1.0975027669064836
479,3.849116469046095
480,3.0138588889900366
481,2.1109806940115083
482,2.344793885241139
483,3.1624111651364784
484,1.9228819788549312
485,2.510848757715811
486,0.6841539906647791
487,2.188798872706781
488,2.1720280237367087
489,1.7183058723014373
490,2.7032268561364394
491,2.6062151077340605
492,0.7457002456705657
493,2.651900524081579
494,1.1034361115893367
495,2.8183733498734473
